repo,path,bucket,bytes,lines,tokens_4,tokens_35
opencode,packages/web/src/content/docs/ar/commands.mdx,docs,8149,322,1579,1805
opencode,packages/web/src/content/docs/ar/config.mdx,docs,23788,685,4296,4909
opencode,packages/web/src/content/docs/ar/custom-tools.mdx,docs,5699,196,1152,1316
opencode,packages/web/src/content/docs/ar/ecosystem.mdx,docs,12568,78,2627,3002
opencode,packages/web/src/content/docs/ar/enterprise.mdx,docs,7566,165,1212,1385
opencode,packages/web/src/content/docs/ar/formatters.mdx,docs,9959,131,2156,2464
opencode,packages/web/src/content/docs/ar/github.mdx,docs,12638,321,2537,2900
opencode,packages/web/src/content/docs/ar/gitlab.mdx,docs,7356,195,1530,1749
opencode,packages/web/src/content/docs/ar/go.mdx,docs,12501,197,2448,2798
opencode,packages/web/src/content/docs/ar/ide.mdx,docs,2466,48,439,502
opencode,packages/web/src/content/docs/ar/index.mdx,docs,10375,344,1918,2192
opencode,packages/web/src/content/docs/ar/keybinds.mdx,docs,7270,194,1560,1783
opencode,packages/web/src/content/docs/ar/lsp.mdx,docs,11316,207,2309,2639
opencode,packages/web/src/content/docs/ar/mcp-servers.mdx,docs,16858,511,3274,3742
opencode,packages/web/src/content/docs/ar/models.mdx,docs,7073,222,1303,1489
opencode,packages/web/src/content/docs/ar/network.mdx,docs,1898,57,318,364
opencode,packages/web/src/content/docs/ar/permissions.mdx,docs,8913,235,1579,1804
opencode,packages/web/src/content/docs/ar/plugins.mdx,docs,11339,385,2224,2541
opencode,packages/web/src/content/docs/ar/providers.mdx,docs,54514,1983,10662,12186
opencode,packages/web/src/content/docs/ar/rules.mdx,docs,7893,180,1484,1697
opencode,packages/web/src/content/docs/ar/sdk.mdx,docs,22279,463,4864,5559
opencode,packages/web/src/content/docs/ar/server.mdx,docs,21365,287,4500,5143
opencode,packages/web/src/content/docs/ar/share.mdx,docs,4053,127,644,736
opencode,packages/web/src/content/docs/ar/skills.mdx,docs,6226,222,1139,1302
opencode,packages/web/src/content/docs/ar/themes.mdx,docs,11397,369,2342,2677
opencode,packages/web/src/content/docs/ar/tools.mdx,docs,10621,341,1870,2137
opencode,packages/web/src/content/docs/ar/troubleshooting.mdx,docs,12880,299,2166,2476
opencode,packages/web/src/content/docs/ar/tui.mdx,docs,12796,426,2269,2593
opencode,packages/web/src/content/docs/ar/web.mdx,docs,4349,142,758,867
opencode,packages/web/src/content/docs/ar/windows-wsl.mdx,docs,3718,113,692,791
opencode,packages/web/src/content/docs/ar/zen.mdx,docs,23514,301,4850,5543
opencode,packages/web/src/content/docs/bs/acp.mdx,docs,3714,156,918,1049
opencode,packages/web/src/content/docs/bs/agents.mdx,docs,19051,754,4699,5371
opencode,packages/web/src/content/docs/bs/cli.mdx,docs,23916,614,5934,6781
opencode,packages/web/src/content/docs/bs/commands.mdx,docs,6968,316,1724,1971
opencode,packages/web/src/content/docs/bs/config.mdx,docs,19297,685,4757,5437
opencode,packages/web/src/content/docs/bs/custom-tools.mdx,docs,5002,195,1240,1417
opencode,packages/web/src/content/docs/bs/ecosystem.mdx,docs,10554,78,2621,2995
opencode,packages/web/src/content/docs/bs/enterprise.mdx,docs,5823,165,1433,1637
opencode,packages/web/src/content/docs/bs/formatters.mdx,docs,4860,124,1204,1376
opencode,packages/web/src/content/docs/bs/github.mdx,docs,10853,311,2688,3071
opencode,packages/web/src/content/docs/bs/gitlab.mdx,docs,6681,188,1656,1893
opencode,packages/web/src/content/docs/bs/go.mdx,docs,10490,211,2590,2960
opencode,packages/web/src/content/docs/bs/ide.mdx,docs,2060,47,509,581
opencode,packages/web/src/content/docs/bs/index.mdx,docs,8613,323,2120,2423
opencode,packages/web/src/content/docs/bs/keybinds.mdx,docs,6534,194,1623,1855
opencode,packages/web/src/content/docs/bs/lsp.mdx,docs,10333,204,2566,2933
opencode,packages/web/src/content/docs/bs/mcp-servers.mdx,docs,14147,482,3502,4002
opencode,packages/web/src/content/docs/bs/models.mdx,docs,5700,201,1408,1609
opencode,packages/web/src/content/docs/bs/network.mdx,docs,1464,51,360,412
opencode,packages/web/src/content/docs/bs/permissions.mdx,docs,7082,228,1741,1990
opencode,packages/web/src/content/docs/bs/plugins.mdx,docs,9643,371,2387,2728
opencode,packages/web/src/content/docs/bs/providers.mdx,docs,46964,1993,11522,13168
opencode,packages/web/src/content/docs/bs/rules.mdx,docs,6251,180,1562,1785
opencode,packages/web/src/content/docs/bs/sdk.mdx,docs,20125,463,5022,5740
opencode,packages/web/src/content/docs/bs/server.mdx,docs,18902,284,4712,5385
opencode,packages/web/src/content/docs/bs/share.mdx,docs,2873,127,717,819
opencode,packages/web/src/content/docs/bs/skills.mdx,docs,4780,222,1194,1364
opencode,packages/web/src/content/docs/bs/themes.mdx,docs,9659,369,2414,2759
opencode,packages/web/src/content/docs/bs/tools.mdx,docs,7810,341,1952,2231
opencode,packages/web/src/content/docs/bs/troubleshooting.mdx,docs,10175,300,2498,2854
opencode,packages/web/src/content/docs/bs/tui.mdx,docs,10186,432,2494,2850
opencode,packages/web/src/content/docs/bs/web.mdx,docs,3491,142,857,980
opencode,packages/web/src/content/docs/bs/windows-wsl.mdx,docs,2996,113,748,855
opencode,packages/web/src/content/docs/bs/zen.mdx,docs,20303,319,5039,5759
opencode,packages/web/src/content/docs/cli.mdx,docs,27464,732,6866,7847
opencode,packages/web/src/content/docs/commands.mdx,docs,6766,323,1692,1933
opencode,packages/web/src/content/docs/config.mdx,docs,25713,926,6428,7347
opencode,packages/web/src/content/docs/custom-tools.mdx,docs,4930,196,1232,1408
opencode,packages/web/src/content/docs/da/acp.mdx,docs,3750,156,929,1062
opencode,packages/web/src/content/docs/da/agents.mdx,docs,19356,755,4779,5462
opencode,packages/web/src/content/docs/da/cli.mdx,docs,23319,617,5798,6627
opencode,packages/web/src/content/docs/da/commands.mdx,docs,7201,323,1789,2044
opencode,packages/web/src/content/docs/da/config.mdx,docs,19594,688,4857,5551
opencode,packages/web/src/content/docs/da/custom-tools.mdx,docs,5177,196,1276,1458
opencode,packages/web/src/content/docs/da/ecosystem.mdx,docs,10753,78,2672,3054
opencode,packages/web/src/content/docs/da/enterprise.mdx,docs,5862,170,1450,1657
opencode,packages/web/src/content/docs/da/formatters.mdx,docs,9170,131,2280,2606
opencode,packages/web/src/content/docs/da/github.mdx,docs,11281,321,2792,3191
opencode,packages/web/src/content/docs/da/gitlab.mdx,docs,6668,195,1656,1893
opencode,packages/web/src/content/docs/da/go.mdx,docs,10444,211,2578,2947
opencode,packages/web/src/content/docs/da/ide.mdx,docs,1993,48,491,561
opencode,packages/web/src/content/docs/da/index.mdx,docs,8701,360,2148,2455
opencode,packages/web/src/content/docs/da/keybinds.mdx,docs,6446,194,1598,1826
opencode,packages/web/src/content/docs/da/lsp.mdx,docs,10170,208,2528,2889
opencode,packages/web/src/content/docs/da/mcp-servers.mdx,docs,14435,511,3578,4089
opencode,packages/web/src/content/docs/da/models.mdx,docs,5841,223,1443,1649
opencode,packages/web/src/content/docs/da/network.mdx,docs,1535,57,379,433
opencode,packages/web/src/content/docs/da/permissions.mdx,docs,7133,235,1747,1996
opencode,packages/web/src/content/docs/da/plugins.mdx,docs,9830,389,2430,2777
opencode,packages/web/src/content/docs/da/providers.mdx,docs,46899,1981,11514,13158
opencode,packages/web/src/content/docs/da/rules.mdx,docs,6530,180,1620,1852
opencode,packages/web/src/content/docs/da/sdk.mdx,docs,20506,463,5111,5841
opencode,packages/web/src/content/docs/da/server.mdx,docs,18867,287,4690,5359
opencode,packages/web/src/content/docs/da/share.mdx,docs,2964,128,735,840
opencode,packages/web/src/content/docs/da/skills.mdx,docs,4906,222,1212,1386
opencode,packages/web/src/content/docs/da/themes.mdx,docs,9908,369,2466,2818
opencode,packages/web/src/content/docs/da/tools.mdx,docs,8316,341,2052,2345
opencode,packages/web/src/content/docs/da/troubleshooting.mdx,docs,9540,300,2351,2687
opencode,packages/web/src/content/docs/da/tui.mdx,docs,9867,426,2438,2786
opencode,packages/web/src/content/docs/da/web.mdx,docs,3454,142,852,974
opencode,packages/web/src/content/docs/da/windows-wsl.mdx,docs,3137,113,774,885
opencode,packages/web/src/content/docs/da/zen.mdx,docs,20247,314,5034,5753
opencode,packages/web/src/content/docs/de/acp.mdx,docs,3942,156,977,1117
opencode,packages/web/src/content/docs/de/agents.mdx,docs,20282,741,5013,5729
opencode,packages/web/src/content/docs/de/cli.mdx,docs,25490,616,6338,7243
opencode,packages/web/src/content/docs/de/commands.mdx,docs,7574,323,1881,2150
opencode,packages/web/src/content/docs/de/config.mdx,docs,20688,684,5111,5841
opencode,packages/web/src/content/docs/de/custom-tools.mdx,docs,4530,170,1128,1289
opencode,packages/web/src/content/docs/de/ecosystem.mdx,docs,11362,78,2824,3228
opencode,packages/web/src/content/docs/de/enterprise.mdx,docs,6604,170,1637,1871
opencode,packages/web/src/content/docs/de/formatters.mdx,docs,9851,131,2452,2803
opencode,packages/web/src/content/docs/de/github.mdx,docs,12322,321,3056,3493
opencode,packages/web/src/content/docs/de/gitlab.mdx,docs,7100,195,1764,2017
opencode,packages/web/src/content/docs/de/go.mdx,docs,10862,199,2691,3075
opencode,packages/web/src/content/docs/de/ide.mdx,docs,2278,48,561,641
opencode,packages/web/src/content/docs/de/index.mdx,docs,9636,356,2383,2723
opencode,packages/web/src/content/docs/de/keybinds.mdx,docs,6758,194,1679,1919
opencode,packages/web/src/content/docs/de/lsp.mdx,docs,11243,207,2795,3195
opencode,packages/web/src/content/docs/de/mcp-servers.mdx,docs,15702,511,3899,4456
opencode,packages/web/src/content/docs/de/models.mdx,docs,6202,223,1533,1752
opencode,packages/web/src/content/docs/de/network.mdx,docs,1709,57,424,485
opencode,packages/web/src/content/docs/de/permissions.mdx,docs,7754,235,1910,2183
opencode,packages/web/src/content/docs/de/plugins.mdx,docs,10331,384,2567,2934
opencode,packages/web/src/content/docs/de/providers.mdx,docs,52540,1987,12924,14770
opencode,packages/web/src/content/docs/de/rules.mdx,docs,6012,190,1503,1717
opencode,packages/web/src/content/docs/de/sdk.mdx,docs,21060,465,5264,6017
opencode,packages/web/src/content/docs/de/server.mdx,docs,19059,291,4761,5441
opencode,packages/web/src/content/docs/de/share.mdx,docs,2971,130,742,849
opencode,packages/web/src/content/docs/de/skills.mdx,docs,4882,222,1220,1394
opencode,packages/web/src/content/docs/de/themes.mdx,docs,9791,372,2447,2797
opencode,packages/web/src/content/docs/de/tools.mdx,docs,8262,352,2065,2360
opencode,packages/web/src/content/docs/de/troubleshooting.mdx,docs,9570,300,2391,2733
opencode,packages/web/src/content/docs/de/tui.mdx,docs,10153,429,2535,2897
opencode,packages/web/src/content/docs/de/web.mdx,docs,3847,142,948,1083
opencode,packages/web/src/content/docs/de/windows-wsl.mdx,docs,3181,115,795,909
opencode,packages/web/src/content/docs/de/zen.mdx,docs,21160,296,5266,6019
opencode,packages/web/src/content/docs/ecosystem.mdx,docs,11076,83,2767,3162
opencode,packages/web/src/content/docs/enterprise.mdx,docs,5483,170,1371,1567
opencode,packages/web/src/content/docs/es/acp.mdx,docs,3838,156,954,1091
opencode,packages/web/src/content/docs/es/agents.mdx,docs,20252,755,5010,5725
opencode,packages/web/src/content/docs/es/cli.mdx,docs,24642,616,6120,6994
opencode,packages/web/src/content/docs/es/commands.mdx,docs,7302,323,1814,2074
opencode,packages/web/src/content/docs/es/config.mdx,docs,20831,685,5148,5884
opencode,packages/web/src/content/docs/es/custom-tools.mdx,docs,5433,196,1353,1546
opencode,packages/web/src/content/docs/es/ecosystem.mdx,docs,11334,78,2818,3221
opencode,packages/web/src/content/docs/es/enterprise.mdx,docs,6347,170,1564,1787
opencode,packages/web/src/content/docs/es/formatters.mdx,docs,9904,131,2468,2820
opencode,packages/web/src/content/docs/es/github.mdx,docs,12105,321,3000,3428
opencode,packages/web/src/content/docs/es/gitlab.mdx,docs,7004,195,1738,1987
opencode,packages/web/src/content/docs/es/go.mdx,docs,11139,211,2756,3149
opencode,packages/web/src/content/docs/es/ide.mdx,docs,2058,48,508,581
opencode,packages/web/src/content/docs/es/index.mdx,docs,8983,345,2225,2543
opencode,packages/web/src/content/docs/es/keybinds.mdx,docs,6892,194,1716,1961
opencode,packages/web/src/content/docs/es/lsp.mdx,docs,11153,208,2778,3175
opencode,packages/web/src/content/docs/es/mcp-servers.mdx,docs,15439,511,3836,4385
opencode,packages/web/src/content/docs/es/models.mdx,docs,6083,223,1509,1725
opencode,packages/web/src/content/docs/es/network.mdx,docs,1520,57,378,431
opencode,packages/web/src/content/docs/es/permissions.mdx,docs,7755,235,1916,2189
opencode,packages/web/src/content/docs/es/plugins.mdx,docs,10534,389,2621,2995
opencode,packages/web/src/content/docs/es/providers.mdx,docs,49774,1989,12279,14033
opencode,packages/web/src/content/docs/es/rules.mdx,docs,6820,180,1696,1939
opencode,packages/web/src/content/docs/es/sdk.mdx,docs,21917,463,5456,6236
opencode,packages/web/src/content/docs/es/server.mdx,docs,20493,287,5097,5825
opencode,packages/web/src/content/docs/es/share.mdx,docs,3473,128,856,978
opencode,packages/web/src/content/docs/es/skills.mdx,docs,5318,222,1321,1510
opencode,packages/web/src/content/docs/es/themes.mdx,docs,10516,369,2622,2997
opencode,packages/web/src/content/docs/es/tools.mdx,docs,9118,341,2260,2583
opencode,packages/web/src/content/docs/es/troubleshooting.mdx,docs,10849,300,2685,3069
opencode,packages/web/src/content/docs/es/tui.mdx,docs,10998,429,2724,3113
opencode,packages/web/src/content/docs/es/web.mdx,docs,3676,142,913,1043
opencode,packages/web/src/content/docs/es/windows-wsl.mdx,docs,3318,113,824,941
opencode,packages/web/src/content/docs/es/zen.mdx,docs,21392,314,5321,6081
opencode,packages/web/src/content/docs/formatters.mdx,docs,10050,143,2512,2871
opencode,packages/web/src/content/docs/fr/acp.mdx,docs,4002,156,991,1133
opencode,packages/web/src/content/docs/fr/agents.mdx,docs,21110,755,5180,5920
opencode,packages/web/src/content/docs/fr/cli.mdx,docs,25797,617,6370,7280
opencode,packages/web/src/content/docs/fr/commands.mdx,docs,7581,322,1870,2137
opencode,packages/web/src/content/docs/fr/config.mdx,docs,21190,686,5214,5959
opencode,packages/web/src/content/docs/fr/custom-tools.mdx,docs,4581,170,1136,1298
opencode,packages/web/src/content/docs/fr/ecosystem.mdx,docs,11583,78,2875,3285
opencode,packages/web/src/content/docs/fr/enterprise.mdx,docs,6729,165,1648,1884
opencode,packages/web/src/content/docs/fr/formatters.mdx,docs,10062,131,2501,2858
opencode,packages/web/src/content/docs/fr/github.mdx,docs,12401,322,3061,3499
opencode,packages/web/src/content/docs/fr/gitlab.mdx,docs,7078,195,1755,2005
opencode,packages/web/src/content/docs/fr/go.mdx,docs,11440,197,2808,3209
opencode,packages/web/src/content/docs/fr/ide.mdx,docs,2199,48,540,617
opencode,packages/web/src/content/docs/fr/index.mdx,docs,9439,344,2328,2660
opencode,packages/web/src/content/docs/fr/keybinds.mdx,docs,6890,194,1714,1959
opencode,packages/web/src/content/docs/fr/lsp.mdx,docs,11344,208,2809,3210
opencode,packages/web/src/content/docs/fr/mcp-servers.mdx,docs,16018,511,3963,4529
opencode,packages/web/src/content/docs/fr/models.mdx,docs,6341,222,1556,1778
