session,strategy,turn,visible_tokens,cached_read_tokens,uncached_tokens,compaction_call,classifier_call,hidden_bytes,dollars
small_edit_8,raw_retained_transcript,1,320,0,320,0,0,0,0.00096
small_edit_8,raw_retained_transcript,2,1220,320,900,0,0,0,0.002796
small_edit_8,raw_retained_transcript,3,3820,1220,2600,0,0,0,0.008166
small_edit_8,raw_retained_transcript,4,4270,3820,450,0,0,0,0.002496
small_edit_8,raw_retained_transcript,5,4970,4270,700,0,0,0,0.003381
small_edit_8,raw_retained_transcript,6,6370,4970,1400,0,0,0,0.005691
small_edit_8,raw_retained_transcript,7,6590,6370,220,0,0,0,0.002571
small_edit_8,raw_retained_transcript,8,6940,6590,350,0,0,0,0.003027
small_edit_8,adaptive_raw_then_mrc,1,320,0,320,0,0,1280,0.00096
small_edit_8,adaptive_raw_then_mrc,2,1220,320,900,0,0,4880,0.002796
small_edit_8,adaptive_raw_then_mrc,3,3820,1220,2600,0,0,15280,0.008166
small_edit_8,adaptive_raw_then_mrc,4,4270,3820,450,0,0,17080,0.002496
small_edit_8,adaptive_raw_then_mrc,5,4970,4270,700,0,0,19880,0.003381
small_edit_8,adaptive_raw_then_mrc,6,6370,4970,1400,0,0,25480,0.005691
small_edit_8,adaptive_raw_then_mrc,7,6590,6370,220,0,0,26360,0.002571
small_edit_8,adaptive_raw_then_mrc,8,6940,6590,350,0,0,27760,0.003027
small_edit_8,rolling_model_summary,1,320,0,320,0,0,0,0.00096
small_edit_8,rolling_model_summary,2,1220,320,900,0,0,0,0.002796
small_edit_8,rolling_model_summary,3,3820,1220,2600,0,0,0,0.008166
small_edit_8,rolling_model_summary,4,4270,3820,450,0,0,0,0.002496
small_edit_8,rolling_model_summary,5,4970,4270,700,0,0,0,0.003381
small_edit_8,rolling_model_summary,6,1781,0,1781,1,0,0,0.005343
small_edit_8,rolling_model_summary,7,2001,1781,220,0,0,0,0.001194
small_edit_8,rolling_model_summary,8,2351,2001,350,0,0,0,0.00165
small_edit_8,vcc_source_view,1,1066,0,1066,0,0,1280,0.003198
small_edit_8,vcc_source_view,2,1174,479,695,0,0,4880,0.002229
small_edit_8,vcc_source_view,3,1452,528,924,0,0,15280,0.00293
small_edit_8,vcc_source_view,4,1452,653,799,0,0,17080,0.002593
small_edit_8,vcc_source_view,5,1642,653,989,0,0,19880,0.003163
small_edit_8,vcc_source_view,6,1642,738,904,0,0,25480,0.002933
small_edit_8,vcc_source_view,7,1680,738,942,0,0,26360,0.003047
small_edit_8,vcc_source_view,8,1680,756,924,0,0,27760,0.002999
small_edit_8,pi_vcc_sections,1,840,0,840,0,0,1280,0.00252
small_edit_8,pi_vcc_sections,2,915,294,621,0,0,4880,0.001951
small_edit_8,pi_vcc_sections,3,1095,320,775,0,0,15280,0.002421
small_edit_8,pi_vcc_sections,4,1095,383,712,0,0,17080,0.002251
small_edit_8,pi_vcc_sections,5,1215,383,832,0,0,19880,0.002611
small_edit_8,pi_vcc_sections,6,1215,425,790,0,0,25480,0.002498
small_edit_8,pi_vcc_sections,7,1245,425,820,0,0,26360,0.002587
small_edit_8,pi_vcc_sections,8,1245,435,810,0,0,27760,0.00256
small_edit_8,pi_mrc_keep_ref_drop,1,614,0,614,0,0,1280,0.001842
small_edit_8,pi_mrc_keep_ref_drop,2,654,153,501,0,0,4880,0.001549
small_edit_8,pi_mrc_keep_ref_drop,3,758,163,595,0,0,15280,0.001834
small_edit_8,pi_mrc_keep_ref_drop,4,758,189,569,0,0,17080,0.001764
small_edit_8,pi_mrc_keep_ref_drop,5,818,189,629,0,0,19880,0.001944
small_edit_8,pi_mrc_keep_ref_drop,6,818,204,614,0,0,25480,0.001903
small_edit_8,pi_mrc_keep_ref_drop,7,840,204,636,0,0,26360,0.001969
small_edit_8,pi_mrc_keep_ref_drop,8,840,210,630,0,0,27760,0.001953
small_edit_8,hybrid_sections_prompt_classifier,1,921,0,921,0,1,1280,0.002763
small_edit_8,hybrid_sections_prompt_classifier,2,987,368,619,0,0,4880,0.001967
small_edit_8,hybrid_sections_prompt_classifier,3,1156,394,762,0,0,15280,0.002404
small_edit_8,hybrid_sections_prompt_classifier,4,1156,462,694,0,0,17080,0.002221
small_edit_8,hybrid_sections_prompt_classifier,5,1269,462,807,0,0,19880,0.00256
small_edit_8,hybrid_sections_prompt_classifier,6,1269,507,762,0,0,25480,0.002438
small_edit_8,hybrid_sections_prompt_classifier,7,1297,507,790,0,0,26360,0.002522
small_edit_8,hybrid_sections_prompt_classifier,8,1297,518,779,0,0,27760,0.002492
broad_refactor_18,raw_retained_transcript,1,520,0,520,0,0,0,0.00156
broad_refactor_18,raw_retained_transcript,2,2120,520,1600,0,0,0,0.004956
broad_refactor_18,raw_retained_transcript,3,7620,2120,5500,0,0,0,0.017136
broad_refactor_18,raw_retained_transcript,4,14620,7620,7000,0,0,0,0.023286
broad_refactor_18,raw_retained_transcript,5,23620,14620,9000,0,0,0,0.031386
broad_refactor_18,raw_retained_transcript,6,24170,23620,550,0,0,0,0.008736
broad_refactor_18,raw_retained_transcript,7,26570,24170,2400,0,0,0,0.014451
broad_refactor_18,raw_retained_transcript,8,35070,26570,8500,0,0,0,0.033471
broad_refactor_18,raw_retained_transcript,9,38870,35070,3800,0,0,0,0.021921
broad_refactor_18,raw_retained_transcript,10,40470,38870,1600,0,0,0,0.016461
broad_refactor_18,raw_retained_transcript,11,46270,40470,5800,0,0,0,0.029541
broad_refactor_18,raw_retained_transcript,12,50470,46270,4200,0,0,0,0.026481
broad_refactor_18,raw_retained_transcript,13,52370,50470,1900,0,0,0,0.020841
broad_refactor_18,raw_retained_transcript,14,61370,52370,9000,0,0,0,0.042711
broad_refactor_18,raw_retained_transcript,15,61650,61370,280,0,0,0,0.019251
broad_refactor_18,raw_retained_transcript,16,62150,61650,500,0,0,0,0.019995
broad_refactor_18,raw_retained_transcript,17,65150,62150,3000,0,0,0,0.027645
broad_refactor_18,raw_retained_transcript,18,65650,65150,500,0,0,0,0.021045
broad_refactor_18,adaptive_raw_then_mrc,1,520,0,520,0,0,2080,0.00156
broad_refactor_18,adaptive_raw_then_mrc,2,2120,520,1600,0,0,8480,0.004956
broad_refactor_18,adaptive_raw_then_mrc,3,7620,2120,5500,0,0,30480,0.017136
broad_refactor_18,adaptive_raw_then_mrc,4,14620,7620,7000,0,0,58480,0.023286
broad_refactor_18,adaptive_raw_then_mrc,5,23620,14620,9000,0,0,94480,0.031386
broad_refactor_18,adaptive_raw_then_mrc,6,1330,0,1330,0,0,96680,0.00399
broad_refactor_18,adaptive_raw_then_mrc,7,1456,332,1124,0,0,106280,0.003472
broad_refactor_18,adaptive_raw_then_mrc,8,1713,364,1349,0,0,140280,0.004156
broad_refactor_18,adaptive_raw_then_mrc,9,1839,428,1411,0,0,155480,0.004361
broad_refactor_18,adaptive_raw_then_mrc,10,1943,459,1484,0,0,161880,0.00459
broad_refactor_18,adaptive_raw_then_mrc,11,2156,485,1671,0,0,185080,0.005158
broad_refactor_18,adaptive_raw_then_mrc,12,2282,539,1743,0,0,201880,0.005391
broad_refactor_18,adaptive_raw_then_mrc,13,2386,570,1816,0,0,209480,0.005619
broad_refactor_18,adaptive_raw_then_mrc,14,2136,534,1602,0,0,245480,0.004966
broad_refactor_18,adaptive_raw_then_mrc,15,2253,534,1719,0,0,246600,0.005317
broad_refactor_18,adaptive_raw_then_mrc,16,2297,563,1734,0,0,248600,0.005371
broad_refactor_18,adaptive_raw_then_mrc,17,2297,574,1723,0,0,260600,0.005341
broad_refactor_18,adaptive_raw_then_mrc,18,2297,574,1723,0,0,262600,0.005341
broad_refactor_18,rolling_model_summary,1,520,0,520,0,0,0,0.00156
broad_refactor_18,rolling_model_summary,2,2120,520,1600,0,0,0,0.004956
broad_refactor_18,rolling_model_summary,3,7620,2120,5500,0,0,0,0.017136
broad_refactor_18,rolling_model_summary,4,14620,7620,7000,0,0,0,0.023286
broad_refactor_18,rolling_model_summary,5,3820,0,3820,1,0,0,0.01146
broad_refactor_18,rolling_model_summary,6,2228,0,2228,1,0,0,0.006684
broad_refactor_18,rolling_model_summary,7,4628,2228,2400,0,0,0,0.007868
broad_refactor_18,rolling_model_summary,8,13128,4628,8500,0,0,0,0.026888
broad_refactor_18,rolling_model_summary,9,16928,13128,3800,0,0,0,0.015338
broad_refactor_18,rolling_model_summary,10,18528,16928,1600,0,0,0,0.009878
broad_refactor_18,rolling_model_summary,11,5200,0,5200,1,0,0,0.0156
broad_refactor_18,rolling_model_summary,12,4190,0,4190,1,0,0,0.01257
broad_refactor_18,rolling_model_summary,13,6090,4190,1900,0,0,0,0.006957
broad_refactor_18,rolling_model_summary,14,15090,6090,9000,0,0,0,0.028827
broad_refactor_18,rolling_model_summary,15,15370,15090,280,0,0,0,0.005367
broad_refactor_18,rolling_model_summary,16,15870,15370,500,0,0,0,0.006111
broad_refactor_18,rolling_model_summary,17,18870,15870,3000,0,0,0,0.013761
broad_refactor_18,rolling_model_summary,18,5534,0,5534,1,0,0,0.016602
broad_refactor_18,vcc_source_view,1,1104,0,1104,0,0,2080,0.003312
broad_refactor_18,vcc_source_view,2,1212,496,716,0,0,8480,0.002297
broad_refactor_18,vcc_source_view,3,1446,545,901,0,0,30480,0.002867
broad_refactor_18,vcc_source_view,4,2078,650,1428,0,0,58480,0.004479
broad_refactor_18,vcc_source_view,5,2722,935,1787,0,0,94480,0.005641
broad_refactor_18,vcc_source_view,6,2798,1224,1574,0,0,96680,0.005089
broad_refactor_18,vcc_source_view,7,3126,1259,1867,0,0,106280,0.005979
broad_refactor_18,vcc_source_view,8,3572,1406,2166,0,0,140280,0.00692
broad_refactor_18,vcc_source_view,9,3888,1607,2281,0,0,155480,0.007325
broad_refactor_18,vcc_source_view,10,4166,1749,2417,0,0,161880,0.007776
broad_refactor_18,vcc_source_view,11,4524,1874,2650,0,0,185080,0.008512
broad_refactor_18,vcc_source_view,12,4840,2035,2805,0,0,201880,0.009026
broad_refactor_18,vcc_source_view,13,5118,2178,2940,0,0,209480,0.009473
broad_refactor_18,vcc_source_view,14,4778,2150,2628,0,0,245480,0.008529
broad_refactor_18,vcc_source_view,15,4961,2150,2811,0,0,246600,0.009078
broad_refactor_18,vcc_source_view,16,5037,2232,2805,0,0,248600,0.009085
broad_refactor_18,vcc_source_view,17,5037,2266,2771,0,0,260600,0.008993
broad_refactor_18,vcc_source_view,18,5037,2266,2771,0,0,262600,0.008993
broad_refactor_18,pi_vcc_sections,1,870,0,870,0,0,2080,0.00261
broad_refactor_18,pi_vcc_sections,2,945,304,641,0,0,8480,0.002014
broad_refactor_18,pi_vcc_sections,3,1110,330,780,0,0,30480,0.002439
broad_refactor_18,pi_vcc_sections,4,1530,388,1142,0,0,58480,0.003542
broad_refactor_18,pi_vcc_sections,5,1950,535,1415,0,0,94480,0.004406
broad_refactor_18,pi_vcc_sections,6,2010,682,1328,0,0,96680,0.004189
broad_refactor_18,pi_vcc_sections,7,2220,703,1517,0,0,106280,0.004762
broad_refactor_18,pi_vcc_sections,8,2545,777,1768,0,0,140280,0.005537
broad_refactor_18,pi_vcc_sections,9,2755,890,1865,0,0,155480,0.005862
broad_refactor_18,pi_vcc_sections,10,2935,964,1971,0,0,161880,0.006202
broad_refactor_18,pi_vcc_sections,11,3200,1027,2173,0,0,185080,0.006827
broad_refactor_18,pi_vcc_sections,12,3410,1120,2290,0,0,201880,0.007206
broad_refactor_18,pi_vcc_sections,13,3590,1193,2397,0,0,209480,0.007549
broad_refactor_18,pi_vcc_sections,14,3300,1155,2145,0,0,245480,0.006782
broad_refactor_18,pi_vcc_sections,15,3470,1155,2315,0,0,246600,0.007291
broad_refactor_18,pi_vcc_sections,16,3530,1214,2316,0,0,248600,0.007312
broad_refactor_18,pi_vcc_sections,17,3530,1235,2295,0,0,260600,0.007256
broad_refactor_18,pi_vcc_sections,18,3530,1235,2295,0,0,262600,0.007256
broad_refactor_18,pi_mrc_keep_ref_drop,1,636,0,636,0,0,2080,0.001908
broad_refactor_18,pi_mrc_keep_ref_drop,2,676,159,517,0,0,8480,0.001599
broad_refactor_18,pi_mrc_keep_ref_drop,3,782,169,613,0,0,30480,0.00189
broad_refactor_18,pi_mrc_keep_ref_drop,4,1034,195,839,0,0,58480,0.002576
broad_refactor_18,pi_mrc_keep_ref_drop,5,1286,258,1028,0,0,94480,0.003161
broad_refactor_18,pi_mrc_keep_ref_drop,6,1330,321,1009,0,0,96680,0.003123
broad_refactor_18,pi_mrc_keep_ref_drop,7,1456,332,1124,0,0,106280,0.003472
broad_refactor_18,pi_mrc_keep_ref_drop,8,1713,364,1349,0,0,140280,0.004156
broad_refactor_18,pi_mrc_keep_ref_drop,9,1839,428,1411,0,0,155480,0.004361
broad_refactor_18,pi_mrc_keep_ref_drop,10,1943,459,1484,0,0,161880,0.00459
broad_refactor_18,pi_mrc_keep_ref_drop,11,2156,485,1671,0,0,185080,0.005158
broad_refactor_18,pi_mrc_keep_ref_drop,12,2282,539,1743,0,0,201880,0.005391
broad_refactor_18,pi_mrc_keep_ref_drop,13,2386,570,1816,0,0,209480,0.005619
broad_refactor_18,pi_mrc_keep_ref_drop,14,2136,534,1602,0,0,245480,0.004966
broad_refactor_18,pi_mrc_keep_ref_drop,15,2253,534,1719,0,0,246600,0.005317
broad_refactor_18,pi_mrc_keep_ref_drop,16,2297,563,1734,0,0,248600,0.005371
broad_refactor_18,pi_mrc_keep_ref_drop,17,2297,574,1723,0,0,260600,0.005341
broad_refactor_18,pi_mrc_keep_ref_drop,18,2297,574,1723,0,0,262600,0.005341
broad_refactor_18,hybrid_sections_prompt_classifier,1,949,0,949,0,1,2080,0.002847
broad_refactor_18,hybrid_sections_prompt_classifier,2,1015,379,636,0,0,8480,0.002022
broad_refactor_18,hybrid_sections_prompt_classifier,3,1165,406,759,0,0,30480,0.002399
broad_refactor_18,hybrid_sections_prompt_classifier,4,1559,466,1093,0,0,58480,0.003419
broad_refactor_18,hybrid_sections_prompt_classifier,5,1953,623,1330,0,0,94480,0.004177
broad_refactor_18,hybrid_sections_prompt_classifier,6,2009,781,1228,0,0,96680,0.003918
broad_refactor_18,hybrid_sections_prompt_classifier,7,2206,803,1403,0,0,106280,0.00445
broad_refactor_18,hybrid_sections_prompt_classifier,8,2514,882,1632,0,0,140280,0.005161
broad_refactor_18,hybrid_sections_prompt_classifier,9,2711,1005,1706,0,0,155480,0.005419
broad_refactor_18,hybrid_sections_prompt_classifier,10,2880,1084,1796,0,0,161880,0.005713
broad_refactor_18,hybrid_sections_prompt_classifier,11,3132,1152,1980,0,0,185080,0.006286
broad_refactor_18,hybrid_sections_prompt_classifier,12,3329,1252,2077,0,0,201880,0.006607
broad_refactor_18,hybrid_sections_prompt_classifier,13,3498,1331,2167,0,0,209480,0.0069
broad_refactor_18,hybrid_sections_prompt_classifier,14,3218,1287,1931,0,0,245480,0.006179
broad_refactor_18,hybrid_sections_prompt_classifier,15,3406,1287,2119,0,1,246600,0.006743
broad_refactor_18,hybrid_sections_prompt_classifier,16,3462,1362,2100,0,0,248600,0.006709
broad_refactor_18,hybrid_sections_prompt_classifier,17,3462,1384,2078,0,0,260600,0.006649
broad_refactor_18,hybrid_sections_prompt_classifier,18,3462,1384,2078,0,0,262600,0.006649
debug_loop_22,raw_retained_transcript,1,460,0,460,0,0,0,0.00138
debug_loop_22,raw_retained_transcript,2,3260,460,2800,0,0,0,0.008538
debug_loop_22,raw_retained_transcript,3,8760,3260,5500,0,0,0,0.017478
debug_loop_22,raw_retained_transcript,4,11960,8760,3200,0,0,0,0.012228
debug_loop_22,raw_retained_transcript,5,23960,11960,12000,0,0,0,0.039588
debug_loop_22,raw_retained_transcript,6,27960,23960,4000,0,0,0,0.019188
debug_loop_22,raw_retained_transcript,7,29260,27960,1300,0,0,0,0.012288
debug_loop_22,raw_retained_transcript,8,43260,29260,14000,0,0,0,0.050778
debug_loop_22,raw_retained_transcript,9,47760,43260,4500,0,0,0,0.026478
debug_loop_22,raw_retained_transcript,10,48360,47760,600,0,0,0,0.016128
debug_loop_22,raw_retained_transcript,11,49860,48360,1500,0,0,0,0.019008
debug_loop_22,raw_retained_transcript,12,57360,49860,7500,0,0,0,0.037458
debug_loop_22,raw_retained_transcript,13,60160,57360,2800,0,0,0,0.025608
debug_loop_22,raw_retained_transcript,14,61060,60160,900,0,0,0,0.020748
debug_loop_22,raw_retained_transcript,15,71560,61060,10500,0,0,0,0.049818
debug_loop_22,raw_retained_transcript,16,71860,71560,300,0,0,0,0.022368
debug_loop_22,raw_retained_transcript,17,72760,71860,900,0,0,0,0.024258
debug_loop_22,raw_retained_transcript,18,74760,72760,2000,0,0,0,0.027828
debug_loop_22,raw_retained_transcript,19,82760,74760,8000,0,0,0,0.046428
debug_loop_22,raw_retained_transcript,20,83210,82760,450,0,0,0,0.026178
debug_loop_22,raw_retained_transcript,21,83910,83210,700,0,0,0,0.027063
debug_loop_22,raw_retained_transcript,22,84410,83910,500,0,0,0,0.026673
debug_loop_22,adaptive_raw_then_mrc,1,460,0,460,0,0,1840,0.00138
debug_loop_22,adaptive_raw_then_mrc,2,3260,460,2800,0,0,13040,0.008538
debug_loop_22,adaptive_raw_then_mrc,3,8760,3260,5500,0,0,35040,0.017478
debug_loop_22,adaptive_raw_then_mrc,4,11960,8760,3200,0,0,47840,0.012228
debug_loop_22,adaptive_raw_then_mrc,5,23960,11960,12000,0,0,95840,0.039588
debug_loop_22,adaptive_raw_then_mrc,6,1395,0,1395,0,0,111840,0.004185
debug_loop_22,adaptive_raw_then_mrc,7,1477,348,1129,0,0,117040,0.003491
debug_loop_22,adaptive_raw_then_mrc,8,1756,369,1387,0,0,173040,0.004272
debug_loop_22,adaptive_raw_then_mrc,9,1862,439,1423,0,0,191040,0.004401
debug_loop_22,adaptive_raw_then_mrc,10,1906,465,1441,0,0,193440,0.004463
debug_loop_22,adaptive_raw_then_mrc,11,2010,476,1534,0,0,199440,0.004745
debug_loop_22,adaptive_raw_then_mrc,12,2223,502,1721,0,0,229440,0.005314
debug_loop_22,adaptive_raw_then_mrc,13,2327,555,1772,0,0,240640,0.005482
debug_loop_22,adaptive_raw_then_mrc,14,2409,581,1828,0,0,244240,0.005658
debug_loop_22,adaptive_raw_then_mrc,15,2159,539,1620,0,0,286240,0.005022
debug_loop_22,adaptive_raw_then_mrc,16,2231,539,1692,0,0,287440,0.005238
debug_loop_22,adaptive_raw_then_mrc,17,2275,557,1718,0,0,291040,0.005321
debug_loop_22,adaptive_raw_then_mrc,18,2315,568,1747,0,0,299040,0.005411
debug_loop_22,adaptive_raw_then_mrc,19,2190,547,1643,0,0,331040,0.005093
debug_loop_22,adaptive_raw_then_mrc,20,2234,547,1687,0,0,332840,0.005225
debug_loop_22,adaptive_raw_then_mrc,21,2294,558,1736,0,0,335640,0.005375
debug_loop_22,adaptive_raw_then_mrc,22,2294,573,1721,0,0,337640,0.005335
debug_loop_22,rolling_model_summary,1,460,0,460,0,0,0,0.00138
debug_loop_22,rolling_model_summary,2,3260,460,2800,0,0,0,0.008538
debug_loop_22,rolling_model_summary,3,8760,3260,5500,0,0,0,0.017478
debug_loop_22,rolling_model_summary,4,11960,8760,3200,0,0,0,0.012228
debug_loop_22,rolling_model_summary,5,3735,0,3735,1,0,0,0.011205
debug_loop_22,rolling_model_summary,6,2700,0,2700,1,0,0,0.0081
debug_loop_22,rolling_model_summary,7,4000,2700,1300,0,0,0,0.00471
debug_loop_22,rolling_model_summary,8,18000,4000,14000,0,0,0,0.0432
debug_loop_22,rolling_model_summary,9,4690,0,4690,1,0,0,0.01407
debug_loop_22,rolling_model_summary,10,5290,4690,600,0,0,0,0.003207
debug_loop_22,rolling_model_summary,11,6790,5290,1500,0,0,0,0.006087
debug_loop_22,rolling_model_summary,12,4700,0,4700,1,0,0,0.0141
debug_loop_22,rolling_model_summary,13,7500,4700,2800,0,0,0,0.00981
debug_loop_22,rolling_model_summary,14,8400,7500,900,0,0,0,0.00495
debug_loop_22,rolling_model_summary,15,18900,8400,10500,0,0,0,0.03402
debug_loop_22,rolling_model_summary,16,19200,18900,300,0,0,0,0.00657
debug_loop_22,rolling_model_summary,17,20100,19200,900,0,0,0,0.00846
debug_loop_22,rolling_model_summary,18,5485,0,5485,1,0,0,0.016455
debug_loop_22,rolling_model_summary,19,13485,5485,8000,0,0,0,0.025646
debug_loop_22,rolling_model_summary,20,13935,13485,450,0,0,0,0.005395
debug_loop_22,rolling_model_summary,21,14635,13935,700,0,0,0,0.00628
debug_loop_22,rolling_model_summary,22,15135,14635,500,0,0,0,0.00589
debug_loop_22,vcc_source_view,1,1104,0,1104,0,0,1840,0.003312
debug_loop_22,vcc_source_view,2,1288,496,792,0,0,13040,0.002525
debug_loop_22,vcc_source_view,3,1844,579,1265,0,0,35040,0.003969
debug_loop_22,vcc_source_view,4,2052,829,1223,0,0,47840,0.003918
debug_loop_22,vcc_source_view,5,2510,923,1587,0,0,95840,0.005038
debug_loop_22,vcc_source_view,6,2838,1129,1709,0,0,111840,0.005466
debug_loop_22,vcc_source_view,7,3078,1277,1801,0,0,117040,0.005786
debug_loop_22,vcc_source_view,8,3574,1385,2189,0,0,173040,0.006982
debug_loop_22,vcc_source_view,9,3832,1608,2224,0,0,191040,0.007154
debug_loop_22,vcc_source_view,10,3908,1724,2184,0,0,193440,0.007069
debug_loop_22,vcc_source_view,11,4186,1758,2428,0,0,199440,0.007811
debug_loop_22,vcc_source_view,12,4544,1883,2661,0,0,229440,0.008548
debug_loop_22,vcc_source_view,13,4822,2044,2778,0,0,240640,0.008947
debug_loop_22,vcc_source_view,14,5050,2169,2881,0,0,244240,0.009294
debug_loop_22,vcc_source_view,15,4710,2119,2591,0,0,286240,0.008409
debug_loop_22,vcc_source_view,16,4838,2119,2719,0,0,287440,0.008793
debug_loop_22,vcc_source_view,17,4914,2177,2737,0,0,291040,0.008864
debug_loop_22,vcc_source_view,18,5034,2211,2823,0,0,299040,0.009132
debug_loop_22,vcc_source_view,19,4864,2188,2676,0,0,331040,0.008684
debug_loop_22,vcc_source_view,20,4940,2188,2752,0,0,332840,0.008912
debug_loop_22,vcc_source_view,21,5130,2223,2907,0,0,335640,0.009388
debug_loop_22,vcc_source_view,22,5130,2308,2822,0,0,337640,0.009158
debug_loop_22,pi_vcc_sections,1,870,0,870,0,0,1840,0.00261
debug_loop_22,pi_vcc_sections,2,1005,304,701,0,0,13040,0.002194
debug_loop_22,pi_vcc_sections,3,1365,351,1014,0,0,35040,0.003147
debug_loop_22,pi_vcc_sections,4,1500,477,1023,0,0,47840,0.003212
debug_loop_22,pi_vcc_sections,5,1825,525,1300,0,0,95840,0.004057
debug_loop_22,pi_vcc_sections,6,2035,638,1397,0,0,111840,0.004382
debug_loop_22,pi_vcc_sections,7,2185,712,1473,0,0,117040,0.004633
debug_loop_22,pi_vcc_sections,8,2540,764,1776,0,0,173040,0.005557
debug_loop_22,pi_vcc_sections,9,2705,889,1816,0,0,191040,0.005715
debug_loop_22,pi_vcc_sections,10,2765,946,1819,0,0,193440,0.005741
debug_loop_22,pi_vcc_sections,11,2945,967,1978,0,0,199440,0.006224
debug_loop_22,pi_vcc_sections,12,3210,1030,2180,0,0,229440,0.006849
debug_loop_22,pi_vcc_sections,13,3390,1123,2267,0,0,240640,0.007138
debug_loop_22,pi_vcc_sections,14,3540,1186,2354,0,0,244240,0.007418
debug_loop_22,pi_vcc_sections,15,3250,1137,2113,0,0,286240,0.00668
debug_loop_22,pi_vcc_sections,16,3360,1137,2223,0,0,287440,0.00701
debug_loop_22,pi_vcc_sections,17,3420,1176,2244,0,0,291040,0.007085
debug_loop_22,pi_vcc_sections,18,3495,1197,2298,0,0,299040,0.007253
debug_loop_22,pi_vcc_sections,19,3350,1172,2178,0,0,331040,0.006886
debug_loop_22,pi_vcc_sections,20,3410,1172,2238,0,0,332840,0.007066
debug_loop_22,pi_vcc_sections,21,3530,1193,2337,0,0,335640,0.007369
debug_loop_22,pi_vcc_sections,22,3530,1235,2295,0,0,337640,0.007256
debug_loop_22,pi_mrc_keep_ref_drop,1,636,0,636,0,0,1840,0.001908
debug_loop_22,pi_mrc_keep_ref_drop,2,720,159,561,0,0,13040,0.001731
debug_loop_22,pi_mrc_keep_ref_drop,3,928,180,748,0,0,35040,0.002298
debug_loop_22,pi_mrc_keep_ref_drop,4,1012,232,780,0,0,47840,0.00241
debug_loop_22,pi_mrc_keep_ref_drop,5,1269,253,1016,0,0,95840,0.003124
debug_loop_22,pi_mrc_keep_ref_drop,6,1395,317,1078,0,0,111840,0.003329
debug_loop_22,pi_mrc_keep_ref_drop,7,1477,348,1129,0,0,117040,0.003491
debug_loop_22,pi_mrc_keep_ref_drop,8,1756,369,1387,0,0,173040,0.004272
debug_loop_22,pi_mrc_keep_ref_drop,9,1862,439,1423,0,0,191040,0.004401
debug_loop_22,pi_mrc_keep_ref_drop,10,1906,465,1441,0,0,193440,0.004463
debug_loop_22,pi_mrc_keep_ref_drop,11,2010,476,1534,0,0,199440,0.004745
debug_loop_22,pi_mrc_keep_ref_drop,12,2223,502,1721,0,0,229440,0.005314
debug_loop_22,pi_mrc_keep_ref_drop,13,2327,555,1772,0,0,240640,0.005482
debug_loop_22,pi_mrc_keep_ref_drop,14,2409,581,1828,0,0,244240,0.005658
debug_loop_22,pi_mrc_keep_ref_drop,15,2159,539,1620,0,0,286240,0.005022
debug_loop_22,pi_mrc_keep_ref_drop,16,2231,539,1692,0,0,287440,0.005238
debug_loop_22,pi_mrc_keep_ref_drop,17,2275,557,1718,0,0,291040,0.005321
debug_loop_22,pi_mrc_keep_ref_drop,18,2315,568,1747,0,0,299040,0.005411
debug_loop_22,pi_mrc_keep_ref_drop,19,2190,547,1643,0,0,331040,0.005093
debug_loop_22,pi_mrc_keep_ref_drop,20,2234,547,1687,0,0,332840,0.005225
debug_loop_22,pi_mrc_keep_ref_drop,21,2294,558,1736,0,0,335640,0.005375
debug_loop_22,pi_mrc_keep_ref_drop,22,2294,573,1721,0,0,337640,0.005335
debug_loop_22,hybrid_sections_prompt_classifier,1,949,0,949,0,1,1840,0.002847
debug_loop_22,hybrid_sections_prompt_classifier,2,1071,379,692,0,0,13040,0.00219
debug_loop_22,hybrid_sections_prompt_classifier,3,1409,428,981,0,0,35040,0.003071
debug_loop_22,hybrid_sections_prompt_classifier,4,1531,563,968,0,0,47840,0.003073
debug_loop_22,hybrid_sections_prompt_classifier,5,1839,612,1227,0,0,95840,0.003865
debug_loop_22,hybrid_sections_prompt_classifier,6,2036,735,1301,0,0,111840,0.004124
debug_loop_22,hybrid_sections_prompt_classifier,7,2177,814,1363,0,0,117040,0.004333
debug_loop_22,hybrid_sections_prompt_classifier,8,2513,870,1643,0,0,173040,0.00519
debug_loop_22,hybrid_sections_prompt_classifier,9,2663,1005,1658,0,0,191040,0.005275
debug_loop_22,hybrid_sections_prompt_classifier,10,2719,1065,1654,0,0,193440,0.005282
debug_loop_22,hybrid_sections_prompt_classifier,11,2888,1087,1801,0,0,199440,0.005729
debug_loop_22,hybrid_sections_prompt_classifier,12,3140,1155,1985,0,0,229440,0.006301
debug_loop_22,hybrid_sections_prompt_classifier,13,3309,1256,2053,0,0,240640,0.006536
debug_loop_22,hybrid_sections_prompt_classifier,14,3450,1323,2127,0,0,244240,0.006778
debug_loop_22,hybrid_sections_prompt_classifier,15,3170,1268,1902,0,0,286240,0.006086
debug_loop_22,hybrid_sections_prompt_classifier,16,3283,1268,2015,0,1,287440,0.006425
debug_loop_22,hybrid_sections_prompt_classifier,17,3339,1313,2026,0,0,291040,0.006472
debug_loop_22,hybrid_sections_prompt_classifier,18,3405,1335,2070,0,0,299040,0.00661
debug_loop_22,hybrid_sections_prompt_classifier,19,3265,1306,1959,0,0,331040,0.006269
